date,floor,bedroom,bathroom,square,district,investor,price
01/10/2020,3,3,2,88.0,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,2900.0
01/10/2020,1,2,1,52.5,Hà Đông,Khu đô thị mới Xa La,850.0
30/07/2020,3,3,2,102.0,Bắc Từ Liêm,Green Stars,NULL
01/10/2020,3,2,2,72.0,Đông Anh,Intracom Riverside,1512.0
01/10/2020,3,2,2,79.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3600.0
01/10/2020,2,1,1,53.4,Hà Đông,Khu đô thị mới Xa La,860.0
01/10/2020,3,2,2,61.7,Hà Đông,Khu đô thị mới Xa La,950.0
01/10/2020,3,2,2,75.16,Thanh Trì,Eco Green City,2100.0
01/10/2020,1,3,3,104.0,Hà Đông,BID Residence,2080.0
01/10/2020,0,2,1,67.0,Hoàng Mai,Khu đô thị mới Linh Đàm,1250.0
01/10/2020,2,2,1,58.0,Hà Đông,FLC Star Tower,1200.0
01/10/2020,2,2,1,61.2,Hà Đông,Chung cư Sails Tower,950.0
01/10/2020,4,2,2,85.67,Tây Hồ,Udic Westlake,3100.0
01/10/2020,3,4,3,169.0,Bắc Từ Liêm,Goldmark City,4610.0
01/10/2020,3,NULL,NULL,100.0,Hai Bà Trưng,Sunshine Garden,NULL
01/10/2020,1,2,2,66.0,Hà Đông,Khu đô thị mới Xa La,990.0
01/10/2020,1,2,2,77.0,Thanh Xuân,GoldSeason,2600.0
01/10/2020,1,2,2,71.4,Long Biên,Vinhomes Symphony Riverside,NULL
01/10/2020,1,3,NULL,110.0,Thanh Xuân,GoldSeason,NULL
01/10/2020,4,2,NULL,61.0,Hoàng Mai,Geleximco Souther Star,1700.0
01/10/2020,4,2,2,71.22,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,2250.0
01/10/2020,0,2,2,66.0,Hà Đông,Khu đô thị mới Xa La,990.0
01/10/2020,2,NULL,NULL,70.0,Thanh Xuân,Five Star Kim Giang,2100.0
01/10/2020,0,2,2,80.0,Hai Bà Trưng,Times City,2900.0
01/10/2020,4,3,2,99.12,Hoàng Mai,Sky Central,2850.0
01/10/2020,1,3,2,102.0,Thanh Xuân,Five Star Kim Giang,2856.0
01/10/2020,4,3,2,97.0,Nam Từ Liêm,Golden Field Mỹ Đình,2900.0
01/10/2020,4,2,2,94.4,Hai Bà Trưng,Times City,3000.0
01/10/2020,1,2,2,58.0,Tây Hồ,Sunshine Riverside,2450.0
01/10/2020,3,2,NULL,93.1,Thanh Xuân,Stellar Garden,2700.0
01/10/2020,4,2,1,75.0,Hà Đông,Khu đô thị mới Xa La,1200.0
01/10/2020,0,3,NULL,119.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,5250.0
01/10/2020,3,3,NULL,111.8,Thanh Xuân,Stellar Garden,3550.0
01/10/2020,1,NULL,NULL,112.0,Thanh Xuân,Royal City,5100.0
01/10/2020,0,NULL,NULL,91.0,Thanh Xuân,Stellar Garden,2800.0
01/10/2020,3,1,NULL,55.0,Thanh Xuân,Royal City,2550.0
01/10/2020,3,2,2,145.0,Thanh Xuân,Royal City,NULL
01/10/2020,4,2,2,105.0,Thanh Xuân,Royal City,3700.0
01/10/2020,0,2,2,80.0,Nam Từ Liêm,The Garden Hills - 99 Trần Bình,2350.0
01/10/2020,4,2,2,125.7,Tây Hồ,Sunshine Golden River,6300.0
01/10/2020,2,2,NULL,78.0,Hai Bà Trưng,Sunshine Garden,NULL
01/10/2020,1,2,NULL,54.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1750.0
01/10/2020,2,2,2,71.0,Long Biên,TSG Lotus Sài Đồng,1900.0
01/10/2020,2,2,2,66.0,Hà Đông,Khu đô thị mới Xa La,990.0
01/10/2020,1,3,2,108.86,Long Biên,Le Grand Jardin Sài Đồng,2680.0
01/10/2020,2,NULL,NULL,106.0,Hoàng Mai,The Zen Residence,3100.0
01/10/2020,1,2,2,80.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3300.0
01/10/2020,3,2,1,58.7,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1610.0
01/10/2020,3,2,2,84.19,Thanh Xuân,Five Star Kim Giang,2500.0
01/10/2020,2,3,2,92.0,Cầu Giấy,Discovery Complex,NULL
01/10/2020,1,2,NULL,109.2,Hai Bà Trưng,Times City,3480.0
01/10/2020,2,2,2,96.5,Cầu Giấy,Discovery Complex,3700.0
01/10/2020,3,2,2,75.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3400.0
01/10/2020,2,4,NULL,150.0,Nam Từ Liêm,Ecolife Capitol,4200.0
01/10/2020,0,2,2,62.0,Hà Đông,Khu đô thị Thanh Hà Mường Thanh,880.0
01/10/2020,1,2,2,66.0,Hà Đông,Khu đô thị mới Xa La,990.0
01/10/2020,0,2,2,65.0,Hoàng Mai,HH4 Linh Đàm,1220.0
01/10/2020,3,2,1,65.0,Cầu Giấy,Khu nhà ở kinh doanh Dịch Vọng,1950.0
01/10/2020,3,2,2,60.0,Hà Đông,Khu đô thị mới Xa La,960.0
01/10/2020,2,3,NULL,145.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,3625.0
01/10/2020,0,NULL,NULL,111.0,Thanh Xuân,Royal City,4500.0
01/10/2020,4,3,2,121.6,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,3333.0
01/10/2020,1,NULL,NULL,370.0,Nam Từ Liêm,Golden Palace,13500.0
01/10/2020,2,2,1,60.4,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1000.0
01/10/2020,4,2,1,72.0,Hà Đông,Làng Việt Kiều Châu Âu Euroland,1400.0
01/10/2020,4,2,1,49.29,Chương Mỹ,Lộc Ninh Singashine,600.0
01/10/2020,1,3,2,129.0,Hoàng Mai,Mandarin Garden 2,3600.0
01/10/2020,3,3,2,112.0,Nam Từ Liêm,The Matrix One,NULL
01/10/2020,4,3,2,84.0,Long Biên,Le Grand Jardin Sài Đồng,2000.0
01/10/2020,2,3,3,146.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,6500.0
01/10/2020,1,1,1,31.2,Gia Lâm,Vinhomes Ocean Park Gia Lâm,875.0
01/10/2020,3,2,2,64.0,Hoàng Mai,The One Residence - Gamuda Garden,1600.0
01/10/2020,4,3,2,88.0,Hà Đông,Chung cư Booyoung,2400.0
01/10/2020,0,2,2,70.36,Hoàng Mai,HH3 Linh Đàm,990.0
01/10/2020,0,2,1,54.27,Hà Đông,Xuân Mai Complex,1100.0
01/10/2020,2,2,2,97.0,Hà Đông,New Skyline,3100.0
01/10/2020,1,4,3,132.0,Bắc Từ Liêm,N01-T1 Ngoại Giao Đoàn,4700.0
01/10/2020,2,4,2,133.0,Bắc Từ Liêm,N01-T1 Ngoại Giao Đoàn,4700.0
01/10/2020,0,3,2,81.5,Thanh Xuân,Chung cư PCC1 Triều Khúc,2400.0
01/10/2020,1,3,2,95.0,Bắc Từ Liêm,N01-T1 Ngoại Giao Đoàn,NULL
01/10/2020,1,3,2,79.9,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2370.0
01/10/2020,4,2,2,70.0,Hoàng Mai,Chung cư C14 Bộ Quốc Phòng,1540.0
01/10/2020,2,2,2,69.75,Hoàng Mai,Chung cư C14 Bộ Quốc Phòng,1499.625
01/10/2020,4,2,2,68.0,Thanh Xuân,Five Star Kim Giang,2300.0
01/10/2020,4,2,2,87.0,Bắc Từ Liêm,N03-T2 Ngoại Giao Đoàn,NULL
01/10/2020,1,2,2,87.0,Bắc Từ Liêm,N01-T4 Ngoại Giao Đoàn,NULL
01/10/2020,0,2,2,68.9,Hà Đông,Mipec City View,1290.0
01/10/2020,2,2,2,73.82,Hoàng Mai,Sky Central,2214.6
01/10/2020,2,2,2,85.0,Bắc Từ Liêm,Khu Ngoại Giao Đoàn,NULL
01/10/2020,4,2,1,60.1,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1500.0
01/10/2020,2,3,2,81.1,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2560.0
01/10/2020,0,3,2,94.87,Thanh Trì,Eco Green City,2900.0
01/10/2020,0,3,2,107.0,Hà Đông,Chung cư Booyoung,3167.0
01/10/2020,1,2,2,87.0,Bắc Từ Liêm,N02-T3 Ngoại Giao Đoàn,NULL
01/10/2020,4,2,2,65.7,Thanh Xuân,GoldSeason,2200.0
01/10/2020,2,3,2,107.2,Tây Hồ,Tây Hồ Residence,4500.0
01/10/2020,2,3,2,97.0,Hà Đông,Khu đô thị Văn Khê,1940.0
01/10/2020,3,2,2,71.22,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,2200.0
01/10/2020,1,3,2,92.1,Thanh Xuân,Việt Đức Complex,2800.0
01/10/2020,3,NULL,NULL,69.0,Bắc Từ Liêm,Khu đô thị mới Nghĩa Đô,2350.0
01/10/2020,1,2,2,95.0,Thanh Xuân,Golden Land,2800.0
01/10/2020,2,2,2,103.0,Nam Từ Liêm,HH2 - Bắc Hà,2300.0
01/10/2020,4,2,2,67.0,Nam Từ Liêm,Mon City,2350.0
01/10/2020,1,3,2,103.0,Ba Đình,The Golden Armor,6500.0
01/10/2020,3,2,2,85.4,Bắc Từ Liêm,N03-T2 Ngoại Giao Đoàn,3200.0
01/10/2020,2,4,NULL,201.0,Cầu Giấy,Indochina Plaza Hanoi,9800.0
01/10/2020,2,NULL,NULL,110.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,8500.0
01/10/2020,0,2,2,85.0,Bắc Từ Liêm,N03-T2 Ngoại Giao Đoàn,3400.0
01/10/2020,2,2,1,55.0,Hà Đông,Mipec City View,1017.5
01/10/2020,0,3,2,100.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,7700.0
01/10/2020,4,2,2,67.0,Hoàng Mai,HH3 Linh Đàm,1200.0
01/10/2020,2,1,1,45.0,Hoàng Mai,HH4 Linh Đàm,770.0
01/10/2020,1,3,2,120.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,9400.0
01/10/2020,4,2,2,72.0,Hoàng Mai,The One Residence - Gamuda Garden,NULL
01/10/2020,0,NULL,NULL,52.86,Tây Hồ,Sun Grand City,3500.0
01/10/2020,4,3,NULL,93.98,Cầu Giấy,Home City Trung Kính,3600.0
01/10/2020,2,2,2,79.0,Thanh Xuân,Imperial Plaza,2093.5
01/10/2020,2,3,2,128.0,Thanh Xuân,Times Tower - HACC1 Complex Building,4352.0
01/10/2020,2,2,2,61.6,Cầu Giấy,Home City Trung Kính,2230.0
01/10/2020,0,3,2,124.49,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,3361.23
01/10/2020,3,NULL,NULL,146.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,6500.0
01/10/2020,2,2,2,76.1,Hoàng Mai,Smile Building,1950.0
01/10/2020,1,3,2,108.9,Tây Hồ,Ecolife Tây Hồ,3049.2000000000003
01/10/2020,0,2,2,64.7,Hoàng Mai,Sky Central,1811.6000000000001
01/10/2020,1,2,1,60.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1540.0
01/10/2020,3,3,2,103.6,Thanh Xuân,Chung cư 282 Nguyễn Huy Tưởng,2641.7999999999997
01/10/2020,4,2,2,61.7,Hoài Đức,Thăng Long Capital,1200.0
01/10/2020,4,2,2,64.0,Thanh Trì,Chung cư IEC Tứ Hiệp,1070.0
01/10/2020,0,2,2,67.0,Hoàng Mai,Eco Lake View,1950.0
01/10/2020,2,3,2,105.0,Hoàng Mai,Eco Lake View,2600.0
01/10/2020,3,2,2,63.0,Hoàng Mai,HH3 Linh Đàm,1150.0
01/10/2020,2,3,2,84.59,Hà Đông,Anland 2,2450.0
01/10/2020,0,2,2,78.5,Bắc Từ Liêm,Goldmark City,2400.0
01/10/2020,0,1,NULL,68.0,Đống Đa,D’. Le Pont D’or - Hoàng Cầu,3600.0
01/10/2020,1,2,2,64.0,Thanh Trì,Chung cư IEC Tứ Hiệp,1070.0
01/10/2020,3,3,NULL,146.0,Đống Đa,Tòa nhà 101 Láng Hạ,3869.0
01/10/2020,2,2,1,55.0,Hà Đông,Xuân Mai Complex,1080.0
01/10/2020,0,3,2,91.5,Cầu Giấy,Dream Land Bonanza,2745.0
01/10/2020,4,3,2,96.0,Nam Từ Liêm,The Emerald,2800.0
01/10/2020,3,3,2,95.54,Hà Đông,Chung cư Booyoung,2540.0
01/10/2020,4,2,1,60.1,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1490.0
01/10/2020,1,2,2,87.0,Bắc Từ Liêm,N03-T2 Ngoại Giao Đoàn,NULL
01/10/2020,2,3,3,120.0,Nam Từ Liêm,Thang Long Number One,4320.0
01/10/2020,1,NULL,NULL,114.6,Cầu Giấy,Summit Building,5615.4
01/10/2020,0,3,2,91.0,Hoàng Mai,The Two Residence - Gamuda Garden,NULL
01/10/2020,0,1,1,46.3,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1480.0
01/10/2020,4,2,2,69.2,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2200.0
01/10/2020,4,2,2,76.7,Hoàng Mai,Smile Building,1950.0
01/10/2020,1,3,2,99.0,Hà Đông,Anland Lake View,2800.0
01/10/2020,1,2,NULL,71.3,Cầu Giấy,Dream Land Bonanza,2600.0
01/10/2020,2,3,3,111.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,6500.0
01/10/2020,4,2,2,74.0,Hà Đông,Anland Lake View,1850.0
01/10/2020,1,3,3,111.4,Tây Hồ,D’. Le Roi Soleil - Quảng An,NULL
01/10/2020,2,2,1,60.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),NULL
01/10/2020,2,3,3,250.0,Tây Hồ,D' EL Dorado,24500.0
01/10/2020,4,2,NULL,60.0,Cầu Giấy,Vinhomes D'Capitale,2200.0
01/10/2020,4,3,2,110.0,Thanh Xuân,GoldSeason,3300.0
01/10/2020,2,3,3,127.2,Đống Đa,Vinhomes Nguyễn Chí Thanh,8500.0
01/10/2020,1,3,NULL,95.0,Cầu Giấy,Vinhomes D'Capitale,3750.0
01/10/2020,1,4,3,145.0,Nam Từ Liêm,Vinhomes Gardenia,6600.0
01/10/2020,2,2,2,80.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3350.0
01/10/2020,3,3,NULL,104.0,Nam Từ Liêm,The Zei Mỹ Đình,4100.0
01/10/2020,4,3,NULL,74.6,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2300.0
01/10/2020,4,3,2,85.0,Thanh Xuân,Imperia Garden,3150.0
01/10/2020,4,3,2,102.0,Thanh Xuân,GoldSeason,3600.0
01/10/2020,0,3,2,127.6,Nam Từ Liêm,Golden Palace,4400.0
01/10/2020,0,3,NULL,176.0,Nam Từ Liêm,Dolphin Plaza,5104.0
01/10/2020,0,3,2,141.0,Cầu Giấy,CT4 Vimeco II,4230.0
01/10/2020,0,2,2,73.0,Hà Đông,Xuân Mai Complex,1650.0
01/10/2020,1,2,2,75.0,Hà Đông,The Pride,1600.0
01/10/2020,1,3,2,98.7,Nam Từ Liêm,Vinhomes West Point,5537.0
01/10/2020,2,2,2,61.7,Hoàng Mai,Geleximco Souther Star,1837.0
01/10/2020,2,NULL,NULL,NULL,Nam Từ Liêm,Vinhomes West Point,1900.0
01/10/2020,0,3,2,127.0,Thanh Xuân,Bohemia Residence,3800.0
01/10/2020,1,2,2,74.38,Hà Đông,The Terra An Hưng,1880.0
01/10/2020,2,4,3,171.0,Bắc Từ Liêm,N03-T2 Ngoại Giao Đoàn,6250.0
01/10/2020,1,2,2,74.0,Bắc Từ Liêm,An Bình City,2500.0
01/10/2020,3,3,2,110.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,6300.0
01/10/2020,4,2,2,74.7,Tây Hồ,Tây Hồ Residence,3510.9
01/10/2020,2,2,2,66.0,Long Biên,Vinhomes Symphony Riverside,2100.0
01/10/2020,3,3,NULL,134.8,Thanh Xuân,The Golden Palm Lê Văn Lương,4700.0
01/10/2020,2,NULL,NULL,24.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,930.0
01/10/2020,2,2,NULL,66.0,Hoài Đức,Gemek Premium,NULL
01/10/2020,2,2,2,71.0,Hoàng Mai,Chung cư Thông tấn xã Việt Nam,1700.0
01/10/2020,0,3,2,112.0,Bắc Từ Liêm,An Bình City,3700.0
01/10/2020,1,2,2,62.26,Nam Từ Liêm,FLC Garden City,1229.635
01/10/2020,4,2,1,62.0,Cầu Giấy,Vimeco I - Phạm Hùng,1900.0
01/10/2020,0,2,2,66.0,Hà Đông,Chung cư xây để ở dành cho cán bộ chiến sỹ công an TP. Hà Nội,1400.0
01/10/2020,0,2,2,98.0,Cầu Giấy,Chelsea Park,2900.0
01/10/2020,0,2,2,95.2,Hoàng Mai,Tòa nhà Licogi 12,1950.0
01/10/2020,3,1,1,45.88,Hoàng Mai,HH2 Linh Đàm,880.0
01/10/2020,1,3,2,119.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,3400.0
01/10/2020,4,3,2,111.8,Thanh Xuân,Stellar Garden,3550.0
01/10/2020,4,2,2,91.0,Thanh Xuân,Stellar Garden,NULL
01/10/2020,0,3,2,111.0,Thanh Xuân,Stellar Garden,3900.0
01/10/2020,3,4,2,153.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,4300.0
01/10/2020,3,3,2,103.0,Thanh Xuân,Chung cư 282 Nguyễn Huy Tưởng,2700.0
01/10/2020,0,2,2,91.0,Thanh Xuân,Stellar Garden,2850.0
01/10/2020,1,3,NULL,107.0,Long Biên,Northern Diamond,2850.0
01/10/2020,4,2,2,78.33,Cầu Giấy,CC1 Hà Đô Parkside,3100.0
01/10/2020,0,3,2,107.2,Tây Hồ,Tây Hồ Residence,4716.8
01/10/2020,0,3,2,91.2,Thanh Xuân,Stellar Garden,2600.0
01/10/2020,0,3,2,95.0,Hoàng Mai,Gamuda City,3000.0
01/10/2020,2,2,2,55.0,Hoàng Mai,The Zen Residence,1700.0
01/10/2020,2,3,2,116.7,Hai Bà Trưng,HDI Tower,9900.0
01/10/2020,2,3,2,86.0,Tây Hồ,Tây Hồ Residence,4000.0
01/10/2020,2,4,3,136.0,Bắc Từ Liêm,N01-T8 Ngoại Giao Đoàn,4896.0
01/10/2020,1,3,2,93.0,Hoàng Mai,The Zen Residence,2800.0
01/10/2020,4,1,1,28.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,1050.0
01/10/2020,0,2,2,70.0,Tây Hồ,Tây Hồ Residence,3400.0
01/10/2020,0,1,1,68.0,Tây Hồ,Golden Westlake,3500.0
01/10/2020,4,2,2,77.4,Thanh Xuân,Chung cư PCC1 Triều Khúc,2280.0
01/10/2020,4,3,2,105.0,Nam Từ Liêm,Vinhomes Skylake,5200.0
01/10/2020,2,NULL,NULL,NULL,Hà Đông,The Terra An Hưng,NULL
01/10/2020,4,3,2,147.0,Thanh Xuân,C3 Tower - Golden Palace,4851.0
01/10/2020,0,3,2,129.0,Bắc Từ Liêm,Goldmark City,3766.7999999999997
01/10/2020,2,2,2,67.5,Hai Bà Trưng,Vinhomes Times City - Park Hill,3000.0
01/10/2020,3,2,2,79.0,Thanh Xuân,Pandora 53 Triều Khúc,2300.0
01/10/2020,0,3,2,106.0,Nam Từ Liêm,CT2 Xuân Phương,2173.0
01/10/2020,4,2,1,69.5,Hoài Đức,The Golden An Khánh,1270.0
01/10/2020,3,3,2,148.0,Hà Đông,Làng Việt Kiều Châu Âu Euroland,3300.0
01/10/2020,3,3,2,82.6,Hoàng Mai,CT3 Tây Nam Linh Đàm,2400.0
01/10/2020,4,3,NULL,98.0,Hoàng Mai,Green Park Trần Thủ Độ,2500.0
01/10/2020,2,3,2,88.0,Hoàng Mai,CT3 Tây Nam Linh Đàm,2700.0
01/10/2020,0,2,2,67.3,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1880.0
01/10/2020,3,2,2,56.2,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1080.0
01/10/2020,0,2,2,74.0,Hai Bà Trưng,Chung cư 536A Minh Khai,2100.0
01/10/2020,4,NULL,NULL,29.9,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,1200.0
01/10/2020,0,2,NULL,101.6,Cầu Giấy,Discovery Complex,3120.0
01/10/2020,1,2,2,57.0,Hoàng Mai,Green Park Trần Thủ Độ,NULL
01/10/2020,2,3,2,133.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,3000.0
01/10/2020,2,2,2,67.0,Đông Anh,Intracom Riverside,1500.0
01/10/2020,1,2,2,117.0,Hà Đông,Mulberry Lane,2900.0
01/10/2020,3,2,2,86.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,NULL
03/09/2020,2,2,2,74.76,Long Biên,Eco City Việt Hưng,2000.0
01/10/2020,1,5,5,330.0,Long Biên,Sunshine Green Iconic,11550.0
01/10/2020,2,3,NULL,95.54,Hà Đông,Chung cư Booyoung,2500.0
01/10/2020,0,2,NULL,69.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,2600.0
01/10/2020,3,3,2,88.55,Hà Đông,Chung cư Booyoung,2480.0
01/10/2020,0,2,2,86.0,Thanh Xuân,The Golden Palm Lê Văn Lương,3000.0
01/10/2020,3,2,2,60.5,Hà Đông,Xuân Mai Complex,1410.0
01/10/2020,0,2,2,80.0,Cầu Giấy,Ha Do Park View,3100.0
01/10/2020,0,3,2,93.0,Hoàng Mai,The Zen Residence,3000.0
01/10/2020,0,2,2,87.0,Tây Hồ,6th Element,3400.0
01/10/2020,4,2,2,81.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,2300.0
01/10/2020,3,2,2,71.22,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,2300.0
01/10/2020,0,2,2,56.0,Hoàng Mai,HH3 Linh Đàm,1020.0
01/10/2020,1,2,2,73.0,Bắc Từ Liêm,Sunshine City,3100.0
01/10/2020,2,2,2,65.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2115.0
01/10/2020,4,3,2,112.0,Bắc Từ Liêm,An Bình City,3950.0
01/10/2020,1,2,2,84.3,Tây Hồ,Udic Westlake,3300.0
01/10/2020,4,2,2,59.0,Tây Hồ,Tây Hồ River View,NULL
01/10/2020,4,NULL,NULL,NULL,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,NULL
01/10/2020,2,3,NULL,110.6,Thanh Xuân,Imperial Plaza,2950.0
01/10/2020,1,3,2,90.0,Hoàng Mai,Chung cư Thông tấn xã Việt Nam,2300.0
01/10/2020,0,2,NULL,70.0,Cầu Giấy,Home City Trung Kính,2600.0
01/10/2020,0,2,2,60.0,Hà Đông,Khu đô thị mới Xa La,950.0
01/10/2020,0,2,2,69.2,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1830.0
01/10/2020,2,NULL,NULL,99.0,Hà Đông,Anland Lake View,NULL
01/10/2020,0,2,2,95.0,Hai Bà Trưng,Times City,3150.0
01/10/2020,2,3,2,94.0,Bắc Từ Liêm,Goldmark City,3150.0
01/10/2020,3,2,NULL,88.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,5340.0
01/10/2020,2,2,2,72.0,Hoài Đức,Gemek Premium,1550.0
01/10/2020,3,3,2,95.3,Hà Đông,The Pride,1700.0
01/10/2020,2,NULL,NULL,128.0,Cầu Giấy,Chelsea Park,3800.0
01/10/2020,0,3,2,137.0,Đống Đa,Hoàng Cầu Skyline,6150.0
01/10/2020,1,2,2,66.0,Thanh Xuân,GoldSeason,2300.0
01/10/2020,4,3,NULL,146.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,6500.0
01/10/2020,4,2,2,85.0,Thanh Xuân,GoldSeason,2750.0
01/10/2020,3,3,2,90.1,Nam Từ Liêm,Mỹ Đình Plaza,2252.5
01/10/2020,2,2,2,70.0,Thanh Xuân,Five Star Kim Giang,2300.0
01/10/2020,1,3,2,107.5,Bắc Từ Liêm,IA20 Ciputra,NULL
01/10/2020,3,3,2,80.0,Thanh Xuân,GoldSeason,2500.0
01/10/2020,2,2,NULL,70.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1800.0
01/10/2020,3,2,2,109.0,Thanh Xuân,Hapulico Complex,3000.0
01/10/2020,0,2,NULL,73.9,Hà Đông,Anland 2,NULL
01/10/2020,1,3,NULL,92.8,Hoàng Mai,Geleximco Souther Star,2700.0
01/10/2020,4,3,NULL,103.0,Hoàng Mai,Eco Lake View,NULL
01/10/2020,1,2,2,92.0,Bắc Từ Liêm,IA20 Ciputra,NULL
01/10/2020,1,2,2,69.9,Hoài Đức,Thăng Long Capital,1300.0
01/10/2020,0,NULL,NULL,102.84,Cầu Giấy,Cầu Giấy Center Point,3547.98
01/10/2020,1,NULL,NULL,120.8,Cầu Giấy,Bamboo Airways Tower,4107.2
01/10/2020,1,3,2,83.0,Bắc Từ Liêm,An Bình City,3300.0
01/10/2020,0,3,2,78.0,Long Biên,Berriver Long Biên,NULL
01/10/2020,0,2,2,73.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,2460.0
01/10/2020,1,2,2,61.0,Hoàng Mai,Geleximco Souther Star,1800.0
01/10/2020,1,3,2,112.0,Bắc Từ Liêm,An Bình City,3700.0
01/10/2020,1,2,2,65.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1700.0
01/10/2020,4,3,2,133.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,3724.0
01/10/2020,4,3,2,120.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,3360.0
01/10/2020,3,2,2,69.0,Nam Từ Liêm,Vinhomes West Point,2700.0
01/10/2020,4,3,2,128.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,9800.0
01/10/2020,3,1,1,55.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,3700.0
01/10/2020,0,2,2,93.0,Thanh Xuân,Royal City,3800.0
01/10/2020,0,2,2,133.0,Thanh Xuân,Royal City,4700.0
01/10/2020,2,3,2,118.0,Bắc Từ Liêm,Kosmo Tây Hồ,NULL
01/10/2020,1,5,5,233.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,5600.0
01/10/2020,2,3,3,136.0,Tây Hồ,D' EL Dorado,10900.0
01/10/2020,4,2,2,88.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,5500.0
01/10/2020,0,3,2,95.54,Hà Đông,Chung cư Booyoung,2500.0
01/10/2020,4,2,2,76.0,Long Biên,Le Grand Jardin Sài Đồng,1900.0
01/10/2020,4,3,2,114.0,Hai Bà Trưng,Sunshine Garden,3000.0
01/10/2020,1,1,NULL,31.0,Long Biên,Vinhomes Symphony Riverside,NULL
01/10/2020,4,3,NULL,98.0,Tây Hồ,Sunshine Riverside,3900.0
01/10/2020,4,2,2,58.18,Hà Đông,Khu đô thị mới Văn Quán,1520.0
01/10/2020,0,2,2,80.0,Hà Đông,Rainbow Building,2080.0
01/10/2020,3,2,2,88.0,Tây Hồ,Ecolife Tây Hồ,2640.0
01/10/2020,2,3,2,110.0,Thanh Xuân,GoldSeason,3650.0
01/10/2020,4,2,2,69.0,Hoàng Mai,Eco Lake View,1725.0
01/10/2020,1,3,2,103.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,4400.0
01/10/2020,0,3,NULL,77.0,Đông Anh,Eurowindow River Park,NULL
01/10/2020,2,2,2,79.0,Thanh Xuân,Imperial Plaza,NULL
01/10/2020,0,3,2,100.0,Cầu Giấy,Bamboo Airways Tower,NULL
