date,floor,bedroom,bathroom,square,district,investor,price
02/10/2020,1,2,2,69.19,Long Biên,Hope Residence,1210.825
02/10/2020,0,3,3,190.0,Thanh Xuân,Sapphire Palace,NULL
02/10/2020,1,3,2,92.0,Thanh Xuân,Stellar Garden,2600.0
02/10/2020,0,2,NULL,76.0,Hà Đông,Seasons Avenue,2300.0
02/10/2020,2,3,2,96.8,Hoài Đức,Thăng Long Capital,1890.0
02/10/2020,1,2,NULL,NULL,Nam Từ Liêm,FLC Garden City,NULL
02/10/2020,1,3,2,110.0,Thanh Xuân,GoldSeason,3650.0
02/10/2020,4,3,2,137.0,Hà Đông,Mulberry Lane,2800.0
02/10/2020,3,2,2,55.0,Long Biên,Chung cư Ruby City CT3,1160.0
02/10/2020,2,3,2,124.0,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,3450.0
02/10/2020,0,4,3,135.0,Thanh Trì,Eco Green City,3300.0
02/10/2020,2,2,NULL,112.0,Cầu Giấy,Vinhomes D'Capitale,5000.0
02/10/2020,4,1,1,45.0,Hà Đông,Mulberry Lane,NULL
02/10/2020,2,2,2,100.0,Bắc Từ Liêm,Sunshine City,4260.0
02/10/2020,1,3,2,113.0,Cầu Giấy,Indochina Plaza Hanoi,5000.0
02/10/2020,2,2,NULL,99.0,Đống Đa,D’. Le Pont D’or - Hoàng Cầu,5200.0
02/10/2020,0,NULL,NULL,74.62,Hà Đông,Khu đô thị mới An Hưng,1890.0
02/10/2020,2,NULL,NULL,88.0,Hà Đông,Chung cư Booyoung,2481.6
02/10/2020,2,2,NULL,73.0,Nam Từ Liêm,CT1 Trung Văn - Vinaconex 3,1760.0
02/10/2020,3,2,2,74.0,Nam Từ Liêm,VOV Mễ Trì,1720.0
02/10/2020,1,2,2,112.0,Thanh Xuân,Royal City,4500.0
02/10/2020,3,NULL,NULL,94.0,Hà Đông,The Pride,1700.0
02/10/2020,1,2,2,124.0,Cầu Giấy,Mandarin Garden,5828.0
02/10/2020,4,2,2,60.0,Hoàng Mai,Rose Town,1500.0
02/10/2020,3,2,1,58.0,Nam Từ Liêm,VOV Mễ Trì,1700.0
02/10/2020,1,2,2,78.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3500.0
02/10/2020,0,2,2,72.0,Nam Từ Liêm,VOV Mễ Trì,2100.0
02/10/2020,0,NULL,NULL,44.5,Thạch Thất,Phenikaa Hòa Lạc,587.4
02/10/2020,3,2,NULL,NULL,Thạch Thất,Phenikaa Hòa Lạc,NULL
02/10/2020,1,2,2,55.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1700.0
02/10/2020,1,4,3,148.2,Cầu Giấy,CT4 Vimeco II,4890.599999999999
02/10/2020,1,3,NULL,101.0,Cầu Giấy,A10-A14 Nam Trung Yên,3232.0
02/10/2020,4,2,2,52.3,Hà Đông,Khu đô thị mới Xa La,850.0
02/10/2020,2,2,2,76.0,Hà Đông,Seasons Avenue,2150.0
02/10/2020,0,3,NULL,119.0,Nam Từ Liêm,Vinhomes Gardenia,4600.0
02/10/2020,4,2,2,60.0,Hoàng Mai,Rose Town,1500.0
02/10/2020,1,2,2,NULL,Tây Hồ,Sunshine Riverside,3150.0
02/10/2020,2,2,2,70.36,Hoàng Mai,HH3 Linh Đàm,1000.0
02/10/2020,2,4,3,144.0,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),5000.0
02/10/2020,3,3,2,151.0,Thanh Xuân,Royal City,NULL
02/10/2020,2,2,2,90.0,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),3150.0
02/10/2020,0,4,3,154.0,Thanh Xuân,Royal City,NULL
02/10/2020,4,3,2,80.0,Hoàng Mai,The One Residence - Gamuda Garden,1750.0
02/10/2020,0,2,1,69.5,Hoài Đức,The Golden An Khánh,1200.0
02/10/2020,2,2,NULL,56.0,Cầu Giấy,Vinhomes D'Capitale,2100.0
02/10/2020,4,2,2,133.0,Thanh Xuân,Royal City,4951.0
02/10/2020,1,2,1,43.0,Cầu Giấy,Khu đô thị Nam Trung Yên,1200.0
02/10/2020,0,2,2,62.0,Hoài Đức,Thăng Long Capital,1330.0
02/10/2020,0,2,NULL,69.5,Hoài Đức,The Golden An Khánh,1270.0
02/10/2020,1,NULL,NULL,61.7,Hoài Đức,Thăng Long Capital,1320.0
02/10/2020,1,3,2,97.0,Nam Từ Liêm,Vinhomes Skylake,4500.0
02/10/2020,1,3,2,124.0,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,3286.0
02/10/2020,3,NULL,NULL,155.0,Nam Từ Liêm,Khu phức hợp cao tầng Mỹ Đình,2900.0
02/10/2020,4,2,1,82.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,2450.0
02/10/2020,1,3,2,100.0,Thanh Xuân,C3 Tower - Golden Palace,3700.0
02/10/2020,4,2,2,74.0,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,1850.0
02/10/2020,3,3,2,132.0,Thanh Xuân,Royal City,6200.0
02/10/2020,2,3,NULL,96.7,Cầu Giấy,Dream Land Bonanza,NULL
02/10/2020,4,2,2,92.0,Bắc Từ Liêm,IA20 Ciputra,1702.0
02/10/2020,0,2,2,85.0,Hoàng Mai,Nam Đô Complex 609 Trương Định,2200.0
02/10/2020,1,3,3,120.0,Bắc Từ Liêm,N03-T3&T4 Ngoại Giao Đoàn,3600.0
02/10/2020,3,2,3,125.7,Ba Đình,Lancaster Hà Nội,NULL
02/10/2020,4,2,NULL,130.0,Cầu Giấy,Mandarin Garden,5720.0
02/10/2020,0,3,2,88.0,Ba Đình,Chung cư C1 Thành Công,NULL
02/10/2020,0,2,2,71.0,Hoàng Mai,HH1 Linh Đàm,1250.0
02/10/2020,1,3,NULL,107.0,Nam Từ Liêm,Keangnam Hanoi Landmark Tower,3959.0
02/10/2020,4,2,2,60.0,Hoàng Mai,Green Park Trần Thủ Độ,1500.0
02/10/2020,2,3,2,88.0,Hà Đông,Chung cư Booyoung,2400.0
02/10/2020,2,3,3,163.0,Ba Đình,Lancaster Hà Nội,11000.0
02/10/2020,4,2,NULL,125.0,Thanh Xuân,Royal City,5400.0
02/10/2020,2,2,2,75.0,Cầu Giấy,Tràng An Complex,3350.0
02/10/2020,0,2,2,61.0,Hà Đông,Khu đô thị mới Xa La,920.0
02/10/2020,4,2,2,83.0,Tây Hồ,6th Element,3700.0
02/10/2020,0,4,3,162.0,Bắc Từ Liêm,Goldmark City,5200.0
02/10/2020,3,3,2,128.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,6400.0
02/10/2020,3,2,1,80.0,Hà Đông,Làng Việt Kiều Châu Âu Euroland,1750.0
02/10/2020,0,2,1,80.0,Hà Đông,Làng Việt Kiều Châu Âu Euroland,1750.0
02/10/2020,0,3,2,120.0,Long Biên,Mipec Riverside,NULL
02/10/2020,4,3,2,116.7,Bắc Từ Liêm,Sunshine City,4300.0
02/10/2020,1,1,1,NULL,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1250.0
02/10/2020,2,2,2,63.0,Nam Từ Liêm,FLC Garden City,1058.4
02/10/2020,0,2,2,88.85,Bắc Từ Liêm,Sunshine City,3200.0
02/10/2020,3,4,3,129.0,Nam Từ Liêm,Sunshine Center,5100.0
02/10/2020,4,3,2,114.0,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,1368.0
02/10/2020,1,3,2,94.52,Long Biên,Hà Nội Homeland,2150.0
02/10/2020,3,NULL,NULL,143.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,10300.0
02/10/2020,0,3,2,122.0,Bắc Từ Liêm,N01-T5 Ngoại Giao Đoàn,4392.0
02/10/2020,0,3,2,98.0,Hoàng Mai,Ruby Tower,NULL
02/10/2020,3,2,1,75.0,Cầu Giấy,D22 Bộ Tư Lệnh Biên Phòng,2250.0
02/10/2020,2,1,NULL,NULL,Ba Đình,Vinhomes Metropolis - Liễu Giai,4000.0
02/10/2020,2,3,2,76.4,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2500.0
02/10/2020,1,2,NULL,80.0,Hà Đông,Khu đô thị mới Văn Quán,1650.0
02/10/2020,1,2,1,70.0,Hà Đông,Làng Việt Kiều Châu Âu Euroland,1500.0
02/10/2020,3,3,2,132.0,Thanh Xuân,Royal City,NULL
02/10/2020,2,3,2,114.0,Hai Bà Trưng,Sunshine Garden,3249.0
02/10/2020,3,4,NULL,163.0,Cầu Giấy,KĐT Làng Quốc tế Thăng Long,4238.0
02/10/2020,0,2,NULL,69.0,Hoàng Mai,Athena Complex Pháp Vân,1276.5
02/10/2020,2,3,2,130.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,3700.0
02/10/2020,2,2,NULL,72.0,Hà Đông,Khu đô thị mới Văn Quán,1450.0
02/10/2020,2,3,2,118.0,Hai Bà Trưng,Times City,4000.0
02/10/2020,4,2,2,63.0,Long Biên,Eco City Việt Hưng,1900.0
02/10/2020,1,4,4,200.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,5000.0
02/10/2020,1,2,2,65.0,Hà Đông,Tháp doanh nhân Tower,1450.0
02/10/2020,2,3,NULL,93.0,Long Biên,Vinhomes Symphony Riverside,NULL
02/10/2020,0,3,2,120.0,Cầu Giấy,KĐT Làng Quốc tế Thăng Long,4300.0
02/10/2020,3,2,2,75.0,Thanh Trì,Eco Green City,2000.0
02/10/2020,3,3,3,173.0,Hà Đông,Làng Việt Kiều Châu Âu Euroland,3500.0
02/10/2020,4,2,NULL,69.0,Hoàng Mai,Athena Complex Pháp Vân,1518.0
02/10/2020,1,NULL,NULL,114.0,Hai Bà Trưng,Sunshine Garden,3192.0
02/10/2020,1,3,2,90.0,Thanh Xuân,GoldSeason,2900.0
02/10/2020,1,3,2,103.0,Hai Bà Trưng,Times City,4100.0
02/10/2020,1,2,2,78.0,Thanh Trì,Eco Dream Nguyễn Xiển,2000.0
02/10/2020,3,4,3,146.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,11200.0
02/10/2020,0,3,NULL,158.0,Nam Từ Liêm,MD Complex Mỹ Đình,3950.0
02/10/2020,0,2,1,60.4,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1270.0
02/10/2020,1,3,2,105.0,Nam Từ Liêm,Tây Hà Tower,2835.0
02/10/2020,2,2,2,77.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,2200.0
02/10/2020,2,2,NULL,81.5,Nam Từ Liêm,VOV Mễ Trì,NULL
02/10/2020,0,NULL,NULL,57.0,Đông Anh,Intracom Riverside,1140.0
02/10/2020,4,2,1,60.0,Thanh Xuân,GoldSeason,2200.0
02/10/2020,2,2,2,66.0,Hoàng Mai,Sky Central,1914.0
02/10/2020,4,2,2,80.3,Bắc Từ Liêm,Sunshine City,3100.0
02/10/2020,3,2,2,65.0,Hoàng Mai,HH3 Linh Đàm,1250.0
02/10/2020,2,3,2,93.7,Hai Bà Trưng,Sunshine Garden,3000.0
02/10/2020,0,3,2,103.0,Nam Từ Liêm,Ecolife Capitol,3400.0
02/10/2020,3,NULL,NULL,273.0,Long Biên,Mipec Riverside,11000.0
02/10/2020,2,2,NULL,81.2,Thanh Xuân,The Golden Palm Lê Văn Lương,3200.0
02/10/2020,3,2,NULL,72.0,Nam Từ Liêm,Chung cư CT5-CT6 Lê Đức Thọ,2200.0
02/10/2020,0,3,2,124.0,Nam Từ Liêm,FLC Landmark Tower,2700.0
02/10/2020,3,2,NULL,70.0,Nam Từ Liêm,FLC Complex 36 Phạm Hùng,1900.0
02/10/2020,0,2,2,76.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3550.0
02/10/2020,2,3,NULL,120.0,Hà Đông,Goldsilk Complex,2800.0
02/10/2020,4,2,NULL,100.0,Cầu Giấy,Bamboo Airways Tower,3000.0
02/10/2020,0,2,NULL,72.33,Thanh Xuân,Rivera Park Hà Nội,NULL
02/10/2020,0,2,1,60.0,Hoàng Mai,Nhà ở xã hội Đồng Mô,1530.0
02/10/2020,3,NULL,NULL,NULL,Bắc Từ Liêm,Green Stars,2200.0
02/10/2020,4,2,2,55.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,1820.0
02/10/2020,0,3,NULL,130.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,NULL
02/10/2020,3,3,2,95.0,Hai Bà Trưng,Times City,3400.0
02/10/2020,0,NULL,NULL,114.0,Hai Bà Trưng,Sunshine Garden,3192.0
02/10/2020,0,3,2,112.0,Bắc Từ Liêm,Goldmark City,3316.0
02/10/2020,3,2,2,54.0,Hoàng Mai,Green Park Trần Thủ Độ,1443.0
02/10/2020,0,3,NULL,110.0,Hoàng Mai,Eco Lake View,2850.0
02/10/2020,0,2,NULL,86.0,Cầu Giấy,Chung cư C22 Bộ Công an,NULL
02/10/2020,1,2,2,59.5,Nam Từ Liêm,Iris Garden,1820.0
02/10/2020,3,3,2,159.0,Nam Từ Liêm,FLC Landmark Tower,2703.0
02/10/2020,1,3,2,92.8,Hoàng Mai,Geleximco Souther Star,2940.0
02/10/2020,4,3,2,106.0,Thanh Trì,Eco Green City,2800.0
02/10/2020,0,2,2,55.96,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,895.36
02/10/2020,1,2,1,58.0,Bắc Từ Liêm,Khu đô thị mới Nghĩa Đô,2200.0
02/10/2020,0,3,2,83.0,Bắc Từ Liêm,An Bình City,3050.0
02/10/2020,0,2,2,83.0,Bắc Từ Liêm,Goldmark City,NULL
02/10/2020,2,NULL,NULL,NULL,Hà Đông,Khu đô thị Mỗ Lao,NULL
02/10/2020,3,1,1,49.1,Nam Từ Liêm,Ecolife Capitol,1600.0
02/10/2020,0,2,NULL,93.1,Thanh Xuân,Stellar Garden,2700.0
02/10/2020,0,2,2,90.0,Nam Từ Liêm,Mỹ Đình Plaza 2,2700.0
02/10/2020,3,3,2,90.0,Bắc Từ Liêm,An Bình City,2900.0
02/10/2020,1,3,NULL,150.0,Thanh Xuân,Stellar Garden,4500.0
02/10/2020,4,3,2,100.0,Hai Bà Trưng,Sunshine Garden,3000.0
02/10/2020,4,2,2,87.0,Nam Từ Liêm,Thang Long Number One,2800.0
02/10/2020,2,3,2,124.0,Hoàng Mai,Sunshine Palace,3100.0
02/10/2020,4,3,2,109.0,Tây Hồ,Sun Grand City,10961.0
02/10/2020,0,2,1,49.75,Nam Từ Liêm,FLC Garden City,NULL
02/10/2020,2,1,NULL,36.12,Thanh Trì,Chung cư Đại Thanh,450.0
02/10/2020,3,3,2,133.0,Nam Từ Liêm,Iris Garden,4000.0
02/10/2020,4,2,2,63.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,2120.0
02/10/2020,4,1,NULL,43.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1300.0
02/10/2020,1,NULL,NULL,60.0,Hoàng Mai,Athena Complex Pháp Vân,NULL
02/10/2020,2,2,NULL,100.0,Hà Đông,Mulberry Lane,2400.0
02/10/2020,3,3,NULL,137.0,Hà Đông,Mulberry Lane,3300.0
02/10/2020,0,NULL,NULL,68.0,Cầu Giấy,Central Field Trung Kính,2448.0
02/10/2020,2,1,NULL,43.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1300.0
02/10/2020,4,3,3,132.0,Hà Đông,Mulberry Lane,2980.0
02/10/2020,4,3,2,122.0,Hà Đông,Goldsilk Complex,NULL
02/10/2020,1,2,2,67.0,Hà Đông,Xuân Mai Complex,1280.0
02/10/2020,1,4,NULL,230.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,28000.0
04/09/2020,4,3,NULL,161.0,Ba Đình,Ngọc Khánh Plaza,4991.0
02/10/2020,0,NULL,NULL,70.0,Hoàng Mai,Panorama Hoàng Văn Thụ,NULL
02/10/2020,4,3,2,114.0,Bắc Từ Liêm,Goldmark City,NULL
04/09/2020,2,NULL,NULL,178.0,Hai Bà Trưng,Trung tâm thương mại Chợ Mơ,4806.0
02/10/2020,4,2,NULL,NULL,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,NULL
02/10/2020,0,3,NULL,80.0,Hoài Đức,THT New City,1376.0
02/10/2020,1,3,2,160.0,Cầu Giấy,Mandarin Garden,8000.0
02/10/2020,2,2,2,53.5,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1070.0
02/10/2020,1,1,NULL,56.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,4000.0
02/10/2020,4,2,2,62.1,Hoàng Mai,Geleximco Souther Star,1800.0
02/10/2020,3,2,2,61.94,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,16.0
02/10/2020,4,1,1,52.0,Hà Đông,Khu đô thị mới Xa La,880.0
02/10/2020,1,1,1,47.1,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1200.0
02/10/2020,2,3,2,117.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,5150.0
02/10/2020,0,2,2,80.0,Nam Từ Liêm,Vinhomes Gardenia,NULL
02/10/2020,2,2,2,70.0,Nam Từ Liêm,Athena Complex,1300.0
02/10/2020,0,4,NULL,192.0,Tây Hồ,Chung cư Packexim,4224.0
25/09/2020,4,3,2,96.4,Đông Anh,Eurowindow River Park,1800.0
02/10/2020,1,2,2,76.6,Thanh Xuân,GoldSeason,2700.0
02/10/2020,3,4,3,159.6,Bắc Từ Liêm,Goldmark City,NULL
02/10/2020,2,NULL,NULL,56.0,Hoàng Mai,Tây Nam Hồ Linh Đàm,1400.0
02/10/2020,3,2,2,65.0,Hoàng Mai,CT3 Tây Nam Linh Đàm,1650.0
02/10/2020,4,3,2,107.2,Tây Hồ,Tây Hồ Residence,4540.0
02/10/2020,2,2,2,65.0,Hoàng Mai,HH4 Linh Đàm,990.0
02/10/2020,2,2,2,71.0,Cầu Giấy,Khu đô thị Yên Hòa,3000.0
02/10/2020,4,2,1,55.0,Hoàng Mai,Khu đô thị mới Linh Đàm,1250.0
02/10/2020,1,2,2,70.0,Thanh Xuân,Hà Nội Center Point,2800.0
02/10/2020,1,2,2,61.0,Hoàng Mai,VP5 Linh Đàm,1450.0
02/10/2020,0,3,NULL,76.0,Hoàng Mai,HH1 Linh Đàm,1160.0
02/10/2020,1,3,2,82.56,Thanh Xuân,Hà Nội Center Point,3050.0
02/10/2020,2,3,2,117.6,Cầu Giấy,CTM Building - 139 Cầu Giấy,3400.0
02/10/2020,1,3,2,130.0,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,1495.0
02/10/2020,0,3,2,129.0,Bắc Từ Liêm,Goldmark City,3612.0
02/10/2020,4,3,2,120.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,NULL
02/10/2020,2,3,2,107.0,Cầu Giấy,Mipec Rubik 360,NULL
02/10/2020,2,2,NULL,89.0,Nam Từ Liêm,The Zei Mỹ Đình,NULL
02/10/2020,2,3,2,107.31,Hà Đông,HPC Landmark 105,2300.0
02/10/2020,2,3,2,86.7,Cầu Giấy,Chung cư C22 Bộ Công an,NULL
02/10/2020,0,2,NULL,NULL,Tây Hồ,6th Element,3300.0
02/10/2020,3,2,2,108.0,Ba Đình,Platinum Residences,4850.0
02/10/2020,4,2,2,80.0,Nam Từ Liêm,Vinhomes Gardenia,2900.0
02/10/2020,3,3,2,96.0,Nam Từ Liêm,Vinhomes Skylake,NULL
02/10/2020,3,NULL,NULL,266.0,Cầu Giấy,Mandarin Garden,NULL
02/10/2020,0,2,2,86.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,4500.0
02/10/2020,3,2,2,80.5,Ba Đình,Vinhomes Metropolis - Liễu Giai,NULL
02/10/2020,4,4,3,167.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,11000.0
02/10/2020,0,3,2,95.0,Hoàng Mai,Gamuda City,3200.0
02/10/2020,0,3,2,73.0,Thanh Xuân,Legend Tower 109 Nguyễn Tuân,3500.0
02/10/2020,4,2,2,56.0,Hoàng Mai,HH1 Linh Đàm,970.0
02/10/2020,1,2,2,72.0,Hoàng Mai,HH2 Linh Đàm,1100.0
02/10/2020,3,1,1,50.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,4000.0
02/10/2020,1,2,2,68.0,Long Biên,Eco City Việt Hưng,2082.0
02/10/2020,1,2,2,70.0,Thanh Trì,Chung cư IEC Tứ Hiệp,1100.0
02/10/2020,3,3,2,168.0,Cầu Giấy,Mandarin Garden,7300.0
02/10/2020,0,3,NULL,120.0,Nam Từ Liêm,Golden Palace,3240.0
02/10/2020,3,4,3,155.0,Cầu Giấy,N04 - KĐT Đông Nam Trần Duy Hưng,NULL
02/10/2020,0,3,2,80.38,Hà Đông,Khu đô thị Thanh Hà Mường Thanh,1320.0
02/10/2020,2,3,2,103.0,Long Biên,TSG Lotus Sài Đồng,2544.0
02/10/2020,3,2,2,66.0,Long Biên,Vinhomes Symphony Riverside,NULL
02/10/2020,4,3,NULL,128.0,Tây Hồ,Sun Grand City,6600.0
02/10/2020,2,1,1,45.0,Nam Từ Liêm,Dream Town,960.0
02/10/2020,3,2,NULL,64.0,Hà Đông,Phú Thịnh Green Park,1600.0
02/10/2020,0,2,2,70.0,Thanh Xuân,Rivera Park Hà Nội,2750.0
02/10/2020,1,3,2,91.0,Thanh Xuân,GoldSeason,3150.0
02/10/2020,0,2,2,70.0,Thanh Xuân,Rivera Park Hà Nội,3000.0
02/10/2020,4,2,NULL,76.6,Thanh Xuân,GoldSeason,2850.0
02/10/2020,4,2,2,70.0,Thanh Xuân,Rivera Park Hà Nội,2800.0
02/10/2020,0,3,NULL,91.0,Cầu Giấy,Golden Park Tower,NULL
02/10/2020,4,2,NULL,72.0,Thanh Xuân,Rivera Park Hà Nội,2750.0
02/10/2020,4,1,NULL,57.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,3900.0
02/10/2020,1,2,1,58.36,Tây Hồ,Sun Grand City,3420.0
02/10/2020,2,3,2,110.0,Thanh Xuân,GoldSeason,3575.0
02/10/2020,1,3,2,103.0,Long Biên,TSG Lotus Sài Đồng,2492.6
02/10/2020,0,3,2,121.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,3600.0
02/10/2020,2,2,NULL,74.0,Hà Đông,Anland Lake View,NULL
02/10/2020,1,2,2,68.0,Hà Đông,BID Residence,1500.0
11/09/2020,2,2,2,86.5,Nam Từ Liêm,The Emerald,NULL
10/07/2020,1,3,2,127.0,Hà Đông,Goldsilk Complex,3150.0
02/10/2020,3,3,NULL,97.0,Nam Từ Liêm,Sun Square,NULL
02/10/2020,0,3,2,130.0,Thanh Xuân,Licogi 13 Tower,2860.0
02/10/2020,0,3,2,79.07,Long Biên,Valencia Garden,1940.0
02/10/2020,4,3,2,146.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,9500.0
02/10/2020,4,3,3,111.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,6500.0
02/10/2020,1,2,NULL,77.0,Nam Từ Liêm,The Emerald,2500.0
02/10/2020,4,3,2,97.0,Thanh Xuân,C3 Tower - Golden Palace,3600.0
02/10/2020,1,2,2,76.0,Long Biên,Le Grand Jardin Sài Đồng,1950.0
02/10/2020,3,4,NULL,141.0,Nam Từ Liêm,Golden Palace,3948.0
02/10/2020,3,3,2,89.0,Thanh Xuân,Star Tower 283 Khương Trung,2300.0
02/10/2020,4,3,2,85.0,Thanh Xuân,Riverside Garden,2890.0
02/10/2020,0,4,NULL,131.0,Cầu Giấy,Luxury Park Views,5109.0
02/10/2020,1,2,1,55.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1800.0
02/10/2020,2,2,NULL,52.0,Nam Từ Liêm,Vinhomes Gardenia,2300.0
02/10/2020,1,3,2,110.0,Cầu Giấy,Vinhomes D'Capitale,4900.0
02/10/2020,0,3,NULL,100.0,Cầu Giấy,Vinhomes D'Capitale,4900.0
02/10/2020,3,2,2,72.9,Thanh Xuân,Tân Hồng Hà Complex,1968.0
02/10/2020,0,2,2,62.8,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2060.0
02/10/2020,4,3,2,119.0,Nam Từ Liêm,Thang Long Number One,3927.0
02/10/2020,1,2,NULL,67.0,Thanh Trì,Eco Green City,2000.0
02/10/2020,2,2,2,63.0,Hoàng Mai,Khu đô thị mới Linh Đàm,1170.0
02/10/2020,3,2,2,70.0,Thanh Trì,Chung cư IEC Tứ Hiệp,NULL
02/10/2020,2,2,2,NULL,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1900.0
02/10/2020,3,3,1,55.0,Hoàng Mai,Khu đô thị mới Linh Đàm,1270.0
02/10/2020,3,4,NULL,200.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,4400.0
02/10/2020,0,2,1,58.0,Hoàng Mai,Rice City Linh Đàm,1420.0
02/10/2020,2,3,2,77.0,Hoàng Mai,Khu đô thị mới Linh Đàm,1800.0
02/10/2020,0,2,NULL,50.0,Hoàng Mai,Khu đô thị mới Linh Đàm,1070.0
02/10/2020,2,2,2,72.0,Hoàng Mai,HH1 Linh Đàm,950.0
02/10/2020,2,2,2,70.0,Hoàng Mai,HH1 Linh Đàm,1120.0
02/10/2020,3,2,2,76.0,Hoàng Mai,HH1 Linh Đàm,1200.0
02/10/2020,0,2,2,63.0,Hoàng Mai,CT3 Tây Nam Linh Đàm,1700.0
02/10/2020,4,2,2,85.67,Tây Hồ,Udic Westlake,3400.0
02/10/2020,2,2,NULL,84.7,Bắc Từ Liêm,The Link 345-CT1,3300.0
02/10/2020,2,2,2,69.5,Cầu Giấy,Mipec Rubik 360,2800.0
02/10/2020,1,3,2,146.0,Cầu Giấy,Tòa nhà Vinaconex 1,3504.0
02/10/2020,0,2,2,124.8,Tây Hồ,Sunshine Golden River,6500.0
02/10/2020,0,4,3,131.2,Nam Từ Liêm,Sunshine Center,4790.0
02/10/2020,0,2,2,61.8,Tây Hồ,Sunshine Riverside,2850.0
02/10/2020,4,3,2,116.0,Hà Đông,Văn Phú Victoria,2000.0
02/10/2020,4,2,2,81.0,Bắc Từ Liêm,Kosmo Tây Hồ,3300.0
02/10/2020,3,3,2,128.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,7900.0
02/10/2020,0,2,NULL,52.6,Nam Từ Liêm,Mon City,1700.0
02/10/2020,4,2,2,84.0,Thanh Xuân,GoldSeason,NULL
02/10/2020,4,2,2,70.0,Tây Hồ,Tây Hồ Residence,3100.0
02/10/2020,3,2,2,75.0,Hà Đông,Khu đô thị mới Xa La,1050.0
02/10/2020,4,2,2,86.0,Tây Hồ,Udic Westlake,3100.0
02/10/2020,3,2,2,75.0,Hà Đông,Khu đô thị mới Xa La,1050.0
02/10/2020,2,2,2,75.0,Hà Đông,Khu đô thị mới Xa La,1050.0
02/10/2020,1,2,2,70.0,Hà Đông,Khu đô thị Kiến Hưng,950.0
02/10/2020,4,2,2,70.0,Hà Đông,Khu đô thị Kiến Hưng,880.0
02/10/2020,4,2,2,70.0,Hà Đông,Khu đô thị Kiến Hưng,970.0
02/10/2020,0,2,2,70.0,Hà Đông,Khu đô thị Kiến Hưng,850.0
02/10/2020,3,4,3,154.0,Tây Hồ,KĐT Tây Hồ Tây - Starlake Hà Nội,NULL
02/10/2020,4,3,NULL,97.7,Long Biên,TSG Lotus Sài Đồng,2200.0
02/10/2020,0,3,2,146.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,9400.0
02/10/2020,3,2,1,63.0,Hai Bà Trưng,Imperia Sky Garden,2450.0
02/10/2020,0,2,2,71.0,Long Biên,TSG Lotus Sài Đồng,1980.0
02/10/2020,3,3,2,128.3,Ba Đình,Grandeur Palace,11300.0
